Identifier,Symbol,CompanyName,ACN,ABN,HomeMarket,GICSSector,GICSIndGrp,ASXSector,ASXSubSector,FormerNames,TradingStatus,ListDate,DelistDate,DelistReason,Address,City,State,Postcode,PhoneNumber,FaxNumber,WebAddress,EmailAddress,ISIN,RegistryId,Template,ASX300
AJL,AJL,AJ Lucas Group Limited,060 309 104,12 060 309 104,ASX,20,2010,5,53, ,Trading,10/08/1999,,,"Level 22, 167 Eagle St",Brisbane,QLD,4001,+61 7 3363 7333 ,+61 7 3363 7399 ,www.lucas.com.au,mail@lucas.com.au,AU000000AJL1,4738,indus,0
AJO,AJO,Armstrong Jones Office Fund,ARSN 090 242 229,,ASX,40,4020,20,201,,Suspended,2/04/1992,,,"Level 6, 345 George St",Sydney,NSW,2000,+61 2 9033 1000 ,+61 2 9033 1059 ,www.ingrealestate.com.au,,AU000000AJO5,4673,propinvest,0
AJQ,AJQ,Armour Energy Limited,141 198 414,60 141 198 414,ASX,10,1010,,,,Delisted,26/04/2012,29/08/2024,"Under Listing Rule 17.3, following the appointment of Receivers and Managers and Voluntary Administrators to AJQ.","Level 27, 111 Eagle St",Brisbane,QLD,4000,+61 7 3303 0620 ,+61 7 3303 0681 ,www.armourenergy.com.au,info@armourenergy.com.au,AU000000AJQ0,3976,indus,0
AJR1,AJR1,Armstrong Jones Retail Fund ,008 947 840,,ASX,,,20,201,"Armstrong Jones Property Income Fund (AJI), 25/08/1994.",Delisted,28/05/1992,12/04/2001,Pursuant to Listing Rule 17:11,347 Kent St,Sydney,NSW,2000,+61 2 9234 8370,+61 2 9234 8018,www.ing.com.au,,,4025,propinvest,0
AJS,AJS,Armstrong Jones Industrial Fund ,008 947 840,,ASX,,,20,201,,Delisted,6/11/1997,30/06/2000,Removed from the Official List pursuant to Listing Rule 17.11.,"Level 13, 347 Kent St",Sydney,NSW,2000,+61 2 9234 8111,+61 2 9234 8018, ,,,4025,propinvest,0
AJU,AJU,Aurelia Resources Limited,,,ASX,15,1510,,,,Withdrawn Float,,,,,,,,,,www.aureliaresources.com,,AU000000AJU2,,indus,0
AJX,AJX,Alexium International Group Limited,064 820 408,91 064 820 408,ASX,15,1510,10,101,"Evans and Tate Limited (ETW), 26/06/2008; ETW Corporation Limited (ETW), 10/03/2010.",Trading,22/12/1999,,,350 West Phillips Rd,Greer SC,USA,29650,+1 8 9278 2538 ,+1 8 6314 1623 ,www.alexiuminternational.com,IR@alexiuminternational.com,AU000000AJX6,4758,indus,0
AJY,AJY,Asaplus Resources Limited,ARBN 158 717 492,,ASX,15,1510,,,,Delisted,16/11/2012,29/08/2024,AJY did not pay to ASX Limited their annual listing fees in respect of the year ending 30 June 2025 and consequently have been removed from the official list in accordance with Listing Rule 17.15.,"Paya Lebar Square, 60 Paya Lebar Rd #08-55",Singapore,Singapore,409051,+65 6655 2730 ,,www.asaplusresources.com,info@asaplusresources.com,AU000000AJY4,4758,indus,0
AKA,AKA,Aureka Limited,125 140 105,66 125 140 105,ASX,15,1510,,,"Navarre Minerals Limited (NML), 05/12/2024",Trading,31/03/2011,,,"Suite 2, Level 11, 385 Bourke St",Melbourne,VIC,3000,+61 3 9692 7222 ,+61 3 9956 7355 ,www.aureka.com.au,info@aureka.com.au,AU0000369704,4736,indus,0
AKE,AKE,Allkem Limited,112 589 910,31 112 589 910,ASX,15,1510,3,31,"Orocobre Limited (ORE ), 06/12/2021",Delisted,4/12/2007,8/01/2024,"At the request of the Company, pending the release of an announcement regarding a proposed capital raising via placement of ordinary shares to sophisticated investors.","Level 35, 71 Eagle St",Brisbane City,QLD,4000,+61 7 3871 3985 ,+61 7 3720 8988 ,www.allkem.co,info@allkem.co,AU0000193666,4741,indus,0
AKE1,AKE1,Austrasia International Mining Limited,,,ASX,,,,,,Withdrawn Float,,,,"Suite 8, 7 The Esp",Mount Pleasant,WA,6153,+61 8 9316 9100 ,+61 8 9315 5475 ,www.austrasiamining.com.au,,AU000000AKE4,4025,indus,0
AKF,AKF,Ask Funding Limited,094 503 385,22 094 503 385,ASX,40,4020,16,162,"Big Kev's Limited (BKV), 10/6/2005. Impact Capital Limited (ICD) on 2/12/2008",Delisted,9/08/2001,12/10/2018,"At the request of the Company, pending the release of an announcement regarding certain issues in relation to the Company's accounts.","Level 5, 139 Macquarie St",Sydney,NSW,2000,+61 2 8014 1188 ,+61 7 3211 8933 ,www.askfunding.com.au,info@askfunding.com.au,AU000000AKF1,4730,bank,0
AKG,AKG,Academies Australasia Group Limited,000 003 725,93 000 003 725,ASX,25,2530,22,221,"Garratt's Limited (GRT), 09/11/2010.",Trading,1/06/1977,,,"Level 6, 505 George St",Sydney,NSW,2000,+61 2 9224 5555 ,+61 2 9224 5550 ,www.academies.edu.au,info@academies.edu.au,AU000000AKG9,4738,indus,0
AKI,AKI,African Iron Limited,123 972 814,24 123 972 814,ASX,15,1510,2,22,"Stirling Minerals Limited (SMZ), 12/01/2011",Delisted,28/05/2007,21/03/2012,delisted following the compulsory acquisition by Exxaro Australia Iron Investments Pty Ltd,33 Ventnor Ave,West Perth,WA,6005,+61 8 6557 0388 ,+61 8 9322 3220 ,www.africaniron.com.au,,AU000000AKI5,4025,indus,0
AKI1,AKI1,Austlink International Securities Limited ,009 225 423,,ASX,,,19,192,,Delisted,16/04/1992,24/03/1995,By order of ASX,"Unit 6, 505 Scarborough Beach Rd",Osborne Park,WA,6017,+61 9 242 2222,+61 9 244 4441, ,,,4259,propinvest,0
AKL,AKL,Auckland Real Estate Trust,ARSN 114 494 503,,ASX,60,6010,20,201,"Mariner American Property Income Trust (MRA), 21/11/2008; Real Estate Capital Partners USA Property Trust (RCU), 24/10/2016; Ante Real Estate Trust (ATT), 11/01/2019; Quattro Plus Real Estate (QPR), 07/12/2020",Delisted,23/09/2005,19/04/2023,Following failure to lodge the relevant periodic report by the due date.,"Level 26, 1 O'Connell St",Sydney,NSW,2000,+61 2 9222 8100 ,+61 2 9223 8788 ,aucklandrealestate.co,,AU0000124463,4730,propinvest,0
AKL-NZ,AKL-NZ,Auckland Real Estate Trust,ARSN 114 494 503,,NZSE,60,6010,,,"Mariner American Property Income Trust (MRA), 21/11/2008; Real Estate Capital Partners USA Property Trust (RCU), 24/10/2016; Ante Real Estate Trust (ATT), 11/01/2019; Quattro Plus Real Estate (QPR), 07/12/2020",Delisted,9/12/2020,28/02/2023,"In accordance with the terms of the Withdrawal Offer, Unitholders had until on 13 April 2023 to accept the Withdrawal Offer.","Level 26, 1 O'Connell St",Sydney,NSW,2000,+61 2 9222 8100 ,+61 2 9223 8788 ,aucklandrealestate.co,,AU0000124463,4726,propinvest,0
AKL1,AKL1,Australian Kaolin Limited ,009 819 041,,ASX,,,2,27,"Australian Kaolin NL (AKL), 23/10/1997; Venture Exploration NL (VEE), 06/12/1996.",Delisted,9/10/1986,30/08/2001,Failure to pay annual listing fee for the year to 30/06/2002.,"Level 1, 220 St. Georges Tce",Perth,WA,6000,+61 8 9485 1885,+61 8 9485 1886,www.akl.com.au,,,4025,indus,0
AKM,AKM,Aspire Mining Limited,122 417 243,46 122 417 243,ASX,15,1510,2,21,Windy Knob Resources Limited (WKR) on 15/2/2010,Trading,6/02/2007,,,"Level 9, JJ Tower, Baga toiruu-17",Chingeltei,Mongolia,15170,+976 7011 6828 ,,www.aspiremininglimited.com,info@aspiremininglimited.com,AU000000AKM7,4758,indus,0
BEG,BEG,Bluenergy Group Limited,000 764 572,42 000 764 572,ASX,20,2010,1,12,"arbor Mining & General Investments Limited, 11/12/1973; arbor Holdings Limited (NLB), 22/10/2010; Carbon Polymers Limited (CBP), 21/02/2014",Delisted,3/09/1970,30/08/2016,"delisted from the close of trading on Monday, 29 August 2016 pursuant to Listing rule 17.15.","Level 9, 171 Latrobe St",Melbourne,VIC,3000,+61 2 8231 6411 ,+61 2 9475 4770 ,www.carbonpolymers.com.au,info@carbonpolymers.com.au,AU000000BEG0,4738,indus,0
BEI,BEI,Babcock & Brown Environmental Investments Limited,074 226 065,77 074 226 065,ASX,20,2020,5,52,"Environmental Infrastructure Limited (EIL), 06/07/2005; Vincorp Wineries Limited (VWL), 7/02/2002.",Delisted,18/02/1998,25/06/2008,Delisted pursuant to Listing Rule 17.14.,"Level 29, The Chifley Tower, 2 Chifley Sq",Sydney,NSW,2000,+61 2 9229 1800,+61 2 9223 2907,www.bbeil.com.au,info@bbeil.com.au,AU000000BEI6,4673,indus,0
BEI1,BEI1,Beton Industries Limited ,,,ASX,,,,,,Delisted,16/03/1989,2/10/1991,delisted due to failure to pay annual listing fee,76 Days Rd,Croydon Park,SA,5008,+61 8 346 1771,+61 8 340 1645,,,,4257,indus,0
BEL,BEL,Bentley Capital Limited,008 108 218,87 008 108 218,ASX,40,4020,19,192,"Bentley Equities Limited (BEL), 22/3/2004; BT Global Asset Management Limited (BTG), 22/04/2003. Bentley International Limited (BEL) on 09/03/2009.",Trading,7/11/1986,,,"Suite 1, Level 1, 680 Murray St",West Perth,WA,6005,+61 8 9214 9757 ,+61 8 9214 9701 ,www.bel.com.au,info@bel.com.au,AU000000BEL0,4758,propinvest,0
BEN,BEN,Bendigo and Adelaide Bank Limited,068 049 178,11 068 049 178,ASX,40,4010,16,161,"Bendigo Mutual Permanent Land and Building Society Ltd (BEN), 01/07/1995. Bendigo Bank Limited, 31/03/2008.",Trading,4/02/1993,,,"The Bendigo Centre, 22-44 Bath Ln",Bendigo,VIC,3550,,+61 3 5485 7000 ,www.bendigoadelaide.com.au,share.register@bendigobank.com.au,AU000000BEN6,4730,bank,1
BEN-NZ,BEN-NZ,Bendon Group Limited,,,NZSE,25,2550,13,131,,Delisted,,22/04/2002,Following its compulsory acquisition by Pacific Retail Apparel Limited.,33 Birmingham Rd,East Tamaki,New Zealand,,+64 9 273 0850,+64 9 273 0851,www.bendon.co.nz,,,4099,indus,0
BEO,BEO,Beonic Ltd,009 264 699,20 009 264 699,ASX,45,4510,22,226,"Key 2 Limited (KET), 22/12/2004; Chrome Global Limited (CGB)  31/03/2003 ; Plantard Ltd (PAD) 23/05/2006. First Capital Group Limited (FIC), 02/01/2008. Rockstead Financial Services Limited (RKS), 26/08/2010; RKS Consolidated Limited (RKS), 19/11/2014; Skyfii Ltd (SKF), 17/11/2023",Trading,17/12/1999,,,"Suite 411, 50 Holt St",Surry Hills,NSW,2010,+61 2 8188 1188 ,+61 2 8079 2998 ,www.beonic.com,support@beunic.in,AU0000306292,4736,indus,0
BET,BET,Betmakers Technology Group Ltd,164 521 395,,ASX,25,2530,,,"Topbetta Holdings Limited (TBH ), 22/06/2018; The Betmakers Holdings Ltd  (TBH), 25/06/2019",Trading,11/12/2015,,,"Level 4, 189 Flinders Lane",Melbourne,VIC,3000,,+61 2 8330 6357 ,www.betmakers.com,investors@thebetmakers.com,AU0000050585,4756,indus,0
BEX,BEX,BikeExchange Limited,625 305 240,24 625 305 240,ASX,25,2550,,,,Delisted,9/02/2021,30/05/2024,"Under Listing Rule 17.2, at the request of BEX, pending the release of an announcement regarding a material capital raising.",101 Moray St,South Melbourne,VIC,3205,,,www.bikeexchangegroup.com.au,info@bikeexchangegroup.com.au,AU0000130130,4733,indus,0
BEZ,BEZ,Besra Gold Inc,ARBN 141 335 686,,ASX,15,1510,1,12,"Olympus Pacific Minerals Inc (OYM), 26/11/2012.",Trading,8/10/2021,1/09/2015,In accordance with Listing Rule 17.9 following payment of the Company's annual listing fees under Listing Rule 16.5.,"Suite 4, Level 35, 360 Elizabeth St",Melbourne,VIC,3000,+61 3 8375 9626 ,,www.besra.com,michael.higginson@besra.com,AU0000150351,4025,indus,0
BFC,BFC,Beston Global Food Company Limited,603 023 383,28 603 023 383,ASX,30,3020,,,,Suspended,28/08/2015,,,"Level G, 84 Greenhill Rd",Wayville,SA,5034,+61 8 8470 6500 ,+61 8 8212 8992 ,www.bestonglobalfoods.com.au,info@bestonglobalfoods.com.au,AU000000BFC6,4596,indus,0
BFG,BFG,Bell Financial Group Limited,083 194 763,59 083 194 763,ASX,40,4020,19,193,,Trading,12/12/2007,,,"Level 29, 101 Collins St",Melbourne,VIC,3000,+61 3 9256 8700 ,+61 3 9256 8787 ,www.bellfg.com.au,info@bellfg.com.au,AU000000BFG7,4737,propinvest,0
BFG-NZ,BFG-NZ,Burger Fuel Group Limited,,,NZSE,25,2530,9,93,"Burger Fuel Worldwide Limited  (BFW-NZ), 28/06/2019",Trading,27/07/2007,,,66 Surrey Cres,Auckland,New Zealand,1021,+64 9 376 6007 ,+64 9 376 6026 ,www.burgerfuel.com,info@burgerfuel.co.nz,NZBFWE0001S6,4099,indus,0
BFG1,BFG1,Black Flag Consolidated Limited ,,,ASX,,,1,11,,Delisted,,26/08/1994,Failure to pay annual listing fees,"Suite 3, 97 Lewis Rd",Wantirna South,VIC,3152,+61 3 800 1155,+61 3 887 1915, ,,,4257,indus,0
BFL,BFL,BSP Financial Group Limited,ARBN 649 704 656,,ASX,40,4010,,,,Trading,25/05/2021,,,"Section 34, Allotment 6 & 7, Klinki St Waigani Dr",Hohola Port Moresby,Papua New Guinea,NCD 121,+675 320 1212 ,,www.bsp.com.pg,servicebsp@bsp.com.pg,PG000A2PEAQ9,4673,bank,0
BFR,BFR,Beachfront Resources Limited,147 049 401,,ASX,,,,,,Withdrawn Float,,,,"Level 2, 16 Ord St",West Perth,WA,6005,,,www.beachfrontresourcesltd.com.au,admin@beachfrontresourcesltd.com,AU000000BFR4,4676,indus,0
BGA,BGA,Bega Cheese Limited,008 358 503,81 008 358 503,ASX,30,3020,,,,Trading,19/08/2011,,,23 Ridge St,Bega,NSW,2250,+61 2 6491 7777 ,+61 2 6491 7700 ,www.begagroup.com.au,admin@bega.com.au,AU000000BGA8,4596,indus,1
BGBL,BGBL,Betashares Global Shares ETF,ARSN 657 341 010,,ASX,40,4020,,,,Trading,11/05/2023,,,"Level 46, 180 George St",Sydney,NSW,2000,+61 2 9290 6888 ,+61 2 9262 4950 ,www.betashares.com.au,info@betashares.com.au,AU0000269995,4730,propinvest,0
BGD,BGD,Barton Gold Holdings Limited,633 442 618,36 633 442 618,ASX,15,1510,,,,Trading,28/06/2021,,,"Level 4, 12 Gilles St",Adelaide,SA,5000,+61 8 9322 1587 ,+61 8 9322 5230 ,www.bartongold.com.au,contact@bartongold.com.au,AU0000153215,4025,indus,0
BGE,BGE,Bridge SaaS Limited,130 148 560,14 130 148 560,ASX,45,4510,,,,Trading,6/10/2022,,,"481A,  New South Head Rd",Double Bay,NSW,2028,+61 8 8090 9000 ,,www.bridge.website,hello@bridge.website,AU0000235418,4758,indus,0
BGE1,BGE1,Biograde Limited,,,ASX,15,1510,10,101,,UpcomingFloat,,,,,,,,,,www.biograde.com.au,info@biograde.com.au,AU000000BGE0,,indus,0
BGF,BGF,Ballarat Goldfields NL,006 245 441,50 006 245 441,ASX,15,1510,1,12,"Ballarat Goldfields Ltd (BGF), 27/02/1992; Kinglake Mining NL, 22/02/1985.",Delisted,1/01/1985,16/03/2007,In accordance with listing rule 17.11.,10 Woolshed Gully Dr,Mount Clear,VIC,3350,+61 3 5327 1111,+61 3 5331 7927,www.ballarat-goldfields.com.au,bgf@ballarat-goldfields.com.au,AU000000BGF7,4737,indus,0
BGG,BGG,Blackgold International Holdings Limited,145 095 478,,ASX,10,1010,2,27,,Delisted,22/02/2011,14/07/2017,Following failure to lodge the Reports for the period ended 31 December 2011 in accordance with listing rules.,"Suite No. 18, Level 12, Mian Hua St",Yu Zhong District Chongqing,China,400011,+86 23 6377 6619 ,+86 23 6377 7154 ,www.blackgoldglobal.net,ltm@blackgoldglobal.net,AU000000BGG5,4635,indus,0
BGH,BGH,Bligh Resources Limited,130 964 162,,ASX,15,1510,,,,Delisted,1/12/2011,13/08/2019,"At the request of the Company, pending the release of an announcement in relation to a shareholder meeting.","Unit 5, 78 Marine Tce",Fremantle,WA,6160,+61 8 9336 3388 ,+61 8 9315 5475 ,www.bligh-resources.com,info@blighresources.com.au,AU000000BGH3,4635,indus,0
BGL,BGL,Bellevue Gold Limited,110 439 686,99 110 439 686,ASX,15,1510,21,215,"C @ Limited (CEO), 13/12/2011; Draig Resources Limited (DRG), 24/07/2018",Trading,20/12/2005,,,"Level G, 24 Outram St",West Perth,WA,6005,+61 8 6373 9000 ,,www.bellevuegold.com.au,admin@bgl.gold,AU0000019374,4025,indus,1
BGL1,BGL1,Battery Group Limited ,,,ASX,,,19,192,,Delisted,25/03/1986,27/08/1993,Failure to pay annual listing fees,150 Oxford St,Collingwood,VIC,3066,+61 3 416 1522,+61 3 417 4768,,,,4270,propinvest,0
BGL2,BGL2,Bigair Group Limited,098 572 626,57 098 572 626,ASX,50,5010,18,181,,Delisted,7/04/2006,22/12/2016,"delisted from the close of trading on Wednesday, 21 December 2016 pursuant to Listing rule 17.11.","Level 1, 203 Pacific Hwy",St Leonards,NSW,2065,+61 2 9993 1300 ,+61 2 8080 8162 ,www.bigair.com.au,admin@bigair.net.au,AU000000BGL5,4736,indus,0
BGN,BGN,BresaGen Limited,077 988 767,60 077 988 767,ASX,35,3520,21,212, ,Delisted,21/09/1999,8/01/2007,Delisted pursuant to Listing Rule 17.14.,8 Dalgleish St,Thebarton,SA,5031,+61 8 8234 2660,+61 8 8234 6268,www.bresagen.com.au,corporate@bresagen.com.au,AU000000BGN1,4738,indus,0
BGO,BGO,Ballarat South Gold Limited,,34 116 865 546,ASX,15,1510,2,27,,Withdrawn Float,,,,"Suite 304, 22 St Kilda Rd",St Kilda,VIC,3182,+61 3 9692 7222 ,+61 3 9529 8057 ,www.ballaratsouth.com.au,,AU000000BGO9,4737,indus,0
BGO1,BGO1,Bendigo Gold Limited ,,,ASX,,,,,,Delisted,29/10/1988,24/04/1990,"As from the close of the trading on 24/04/90, the company will be removed from the Official List following the successful takeover offer by Brunswick N.L.",Craig St,California Gully,VIC,3556,+61 5 441 2611,+61 5 441 2193,,,,4231,indus,0
BGP,BGP,Briscoe Group Australasia Limited,619 060 552,,ASX,25,2550,,,,Trading,20/07/2017,,,1 Taylors Rd,Morningside Auckland,New Zealand,1025,+64 9 815 3737 ,+64 9 815 3738 ,www.briscoegroup.co.nz,briscoegroup@briscoes.co.nz,NZBGRE0001S4,4732,indus,0
BGP-NZ,BGP-NZ,Briscoe Group Limited,,,NZSE,25,2550,13,131,"Briscoe Group Limited (BGR-NZ), 04/08/2017",Trading,14/12/2001,,,1 Taylors Rd,Morningside Auckland,New Zealand,1025,+64 9 815 3737 ,+64 9 815 3738 ,www.briscoegroup.co.nz,briscoegroup@briscoes.co.nz,NZBGRE0001S4,4732,indus,0
BGT,BGT,Bio-Gene Technology Ltd,071 735 950,32 071 735 950,ASX,15,1510,0,0,,Trading,29/11/2017,,,"Level 11, 456 Lonsdale St",Melbourne,VIC,3000,,,www.Bio-gene.com.au,bgt.info@bio-gene.com.au,AU000000BGT8,4758,indus,0
BHA,BHA,The Bell & Howell Australia Group Limited ,,,ASX,,,,,,Delisted,12/12/1985,27/06/1990,taken over by Hermes Precisa International SA,9 Short St,Chatswood,NSW,2067,+61 2 406 5966,+61 2 406 5556,,,AU000000BHA6,4343,indus,0
BHD,BHD,Benjamin Hornigold Limited,614 854 045,62 614 854 045,ASX,40,4020,,,,Trading,12/05/2017,,,"Suite 20.01, Level 20, 133-145 Castlereagh St",Sydney,NSW,2000,+61 2 8117 8123 ,,www.bhdlimited.com.au,,AU000000BHD0,3976,propinvest,0
BHG,BHG,Beauty Health Group Limited,009 085 974,87 009 085 974,ASX,45,4510,22,223,"Amnet Limited (ATT), 14/12/2003; Grimwood Davies Holdings Limited (GDH), 07/03/2001. Hailian International Limited (HLI), 30/08/2007. HLI Limited (HLI), 8/10/2010.",Delisted,17/08/1994,4/01/2016,"delisted from the close of trading on Thursday, 31 December 2015, pursuant to Listing rule 17.12 and Guidance Note 33",53 Stanley St,West Melbourne,VIC,3003,+61 3 9289 5000 ,+61 3 9289 5050 ,,info@bhg.com.au,AU000000BHG3,4721,indus,0
BHG1,BHG1,Bhp Gold Mines Limited ,,,ASX,,,1,13,,Delisted,23/03/1987,23/01/1991,As from the close of trading on 23/01/91 the company will be removed from the Official List following the successful takeover by Newmont Australia Ltd.,"B.H.P. House, 140 William St",Melbourne,VIC,3000,+61 3 609 3333,+61 3 609 3015,,,,4025,indus,0
BHH,BHH,Broken Hill Holdings Limited ,007 178 083,,ASX,,,1,12,,Delisted,,28/03/1996,T/O by North Prospecting Pty Ltd (a subsidiary of North Broken Hill Holdings Ltd),"Level 2, Scott House, 46-50 Kings Park Rd",West Perth,WA,6005,+61 9 322 6699,+61 9 322 2075, ,,,4447,indus,0
BHI,BHI,Biohealth International Limited,,,ASX,,,,,,Delisted,18/12/1986,10/07/1991,By order of Australian Stock Exchange Limited,5 Orion Rd,Lane Cove,NSW,2066,+61 2 427 3444,+61 2 427 1262,,,,4309,indus,0
BHL,BHL,Boyuan Holdings Limited,608 897 963,92 608 897 963,ASX,60,6010,,,,Delisted,31/10/2016,29/04/2022,"In accordance with Listing Rule 17.5, following their failure to lodge the relevant periodic report by the due date.","Suite 1, Level 16, 5 Martin Pl",Sydney,NSW,2000,+61 2 8068 0156 ,,www.bhlgroup.com.au,contact@boyuan.com.au,AU000000BHL3,4736,propinvest,0
BHL1,BHL1,Bidvest Plc,084 649 749,,ASX,30,3010,9,91,"Bidvest Australia Ltd (BVT), 23/12/1998; Manettas Limited (MNT), 22/12/1997.",Delisted,23/12/1998,18/08/2004,Pursuant to listing rule 17.14,"Murdoch Chambers, Douglas Head Rd",Douglas,United Kingdom,1M2 4LB,+44 1624 611 225,+44 1624 611 226,www.bidvest-plc.com,info@bidvest-plc.com,,4738,indus,0
BHM,BHM,Broken Hill Metals N.L. ,,,ASX,,,,,,Delisted,4/03/1971,2/04/1992,taken over by Samantha Gold NL,"Level 9, Griffin Centre, 28 The Esp",Perth,WA,6000,+61 9 324 1370 ,+61 9 321 1689 ,,,,4172,indus,0
BHO,BHO,Baron House Limited,,,ASX,,,,,,Delisted,20/08/1987,16/10/1991,"As from the close of trading on 16/10/91, the securities of the company were removed from the Official List, following a request from directors pending the completion of the Scheme of Arrangement.","Level 3, 301 George St",Sydney,NSW,2000,+61 2 262 2200,+61 2 262 1010,,,,4257,indus,0
BHP,BHP,BHP Group Limited,004 028 077,49 004 028 077,ASX,15,1510,3,32,"BHP Limited (BHP), 29/06/2001; Broken Hill Proprietary Company Limited (The), 02/11/2000; BHP Billiton Limited (BHP), 17/12/2018",Trading,1885-08-13,,,"Level 18, 171 Collins St",Melbourne,VIC,3000,+61 3 9609 3333 ,+61 3 9609 3015 ,www.bhp.com,investor.relations@bhp.com,AU000000BHP4,4737,indus,1
BHR,BHR,BLENHEIM RESOURCES LIMITED,149 735 642,,ASX,,,,,,Withdrawn Float,,,,"Level 46, Governor Philip Tower, 1 Farrer Pl",Sydney,NSW,2000,+61 2 9947 9714 ,+61 2 9994 8128 ,www.blenheimresources.com.au,info@blenheimresources.com.au,AU000000BHR0,4025,indus,0
BHR1,BHR1,BigHill Resources Limited,,,ASX,15,1510,3,31,,Withdrawn Float,,,,,,,,,,www.bighill.com.au,,AU000000BHR0,,indus,0
BHT,BHT,BT Hotel Group ,070 662 627,,ASX,,,20,201,,Delisted,28/06/1996,22/12/1999,Following takeover offer by Principal Hotels Australia Pty Ltd.,"Level 15, The Chifley Tower, 2 Chifley Sq",Sydney,NSW,2000,+61 2 9259 3555,+61 2 9259 9775, ,,,,propinvest,0
BHU,BHU,Beacon Hill Resources Plc,ARBN 154 993 389,,ASX,15,1510,,,,Delisted,5/04/2012,24/01/2014,delisted following the request of the company,44 Southampton Bldg,London,United Kingdom,WC2A 1AP,,,www.bhrplc.com,,AU000000BHU4,4721,indus,0
